,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
500,-326.64584,88.794945,2.2983565,17.520357,-4.2735915,-6.9496083,-5.7197194,-15.115631,1.527125,-6.9389277,-0.69540244,-9.624778,-7.0856013,16.777315,-16.960003,4.234721,-5.7552395,-5.6062717,5.541919,-9.8398695,-5.9302197,-0.7286037,2.042535,-3.5662153,-3.145388,-2.2775512,-2.798567,0.8662601,-1.6543173,-1.3770336,-3.442579,-2.233846,-5.4869127,-0.15590757,-4.38414,-4.7816677,-7.4136634,-0.97521466,-5.3667345,-1.8061366,Vui Vẻ
6,-286.4029,94.00656,-37.9919,45.141556,-20.433687,-12.659408,-10.961262,-2.2837007,-0.10891452,-4.916068,-2.823769,-4.176124,-3.9886427,1.7617632,-14.951167,3.611755,-10.131722,-0.7745738,-0.67885095,-1.9624193,-1.5101885,-1.1520804,-3.6619222,1.7151027,-2.7481496,-2.298421,-4.444283,-4.4998903,-5.4778867,-1.8755099,-0.4820915,1.2990539,-2.7535336,-2.9377277,-6.163842,-4.920941,-4.459059,-2.2231376,1.9991341,4.915171,Cáu Giận
63,-264.07986,97.05843,-20.45028,2.1587245,-29.031668,-13.270839,-19.492037,-7.64743,-14.893106,-8.946933,-10.937399,-6.628335,-2.0709734,-9.30021,-12.093498,-0.10970698,-11.077548,-5.413432,-9.245562,-4.7203484,-6.6098123,2.3022225,3.2049417,9.518875,-1.847047,3.9689083,-5.983839,-1.5156372,-1.4712664,2.965035,-0.48180306,2.7078257,0.13139954,4.09999,-2.1473992,1.9738779,-1.5528198,-0.9761067,-6.2666965,-2.8394496,Cáu Giận
508,-404.33905,104.629456,27.975698,23.057789,15.732778,10.257037,0.6340767,6.75757,1.048989,6.5265965,-4.929458,10.555791,1.7680569,10.542328,2.8333812,3.8956978,4.002111,3.79868,-0.9189283,2.8716464,2.622308,1.6958641,5.412728,-1.271732,4.0751214,0.083789326,0.89736384,2.95399,0.37747633,2.59763,0.1323759,3.7818074,-1.6847394,0.23045039,-2.6536617,1.4299897,-0.3612246,1.500908,0.68748724,2.7031977,Vui Vẻ
69,-334.8927,95.434715,17.444733,31.868729,-18.694576,-10.327604,-0.43743998,-18.198912,2.140907,-4.471165,3.2479963,-1.3431854,-0.17370234,2.7180204,-14.616863,-3.9469535,-4.2013803,-2.0348294,3.2879968,-8.003346,0.098895185,-2.9153945,-4.95219,-3.670579,-2.0603144,2.3020992,-0.6693751,6.1257696,-6.541416,3.8148885,-6.175984,-0.40949446,-5.8404803,-5.491594,-7.2303095,-2.9398124,-4.6718135,-1.738797,0.068047434,-1.0158495,Cáu Giận
371,-354.66412,94.45072,-4.234538,43.53825,-1.9868842,-3.364909,1.6147068,0.6057944,6.5210886,-11.8044,6.0905395,-2.704185,-5.8039627,3.558872,-8.080954,-2.6476436,-1.6316017,-2.256833,-3.2458782,2.3928783,-8.61612,1.2650763,-5.4269643,1.5920187,-0.90307707,2.5194018,-2.1999936,-0.5904034,-1.810966,0.85795236,-2.2753103,-3.1638305,-4.0892696,-2.6746476,-1.6143388,-3.070787,-3.741575,-3.3587375,-1.6374289,-2.336676,Thân Thiện
355,-464.18243,81.7246,15.668178,14.199063,-8.40485,-0.16650474,-8.091918,0.6077976,-7.330482,0.7333244,-6.074806,1.2441583,-0.29086038,-5.961871,-3.7928472,-5.89685,-8.399172,-1.6990492,-1.7166741,-0.8351559,3.8085797,1.5372576,2.083925,9.479004,2.8989892,12.172787,8.124399,11.199431,5.109845,5.4026556,1.1104082,1.9812521,-1.2802199,-0.35034877,-4.7306504,-0.3900461,-2.9203422,-1.2744524,-2.3273246,-2.4138968,Mệt Mỏi
352,-433.97458,115.00357,22.38535,12.105494,-2.3227813,0.9646516,-7.1629653,-9.821232,-2.9674454,-1.7800758,3.8454907,-4.1763177,-2.5773497,11.622425,-12.167355,6.090185,-8.673481,-1.6673208,-6.2647457,-1.1641545,-2.7421973,2.826406,2.3491852,-3.9942446,0.068534926,-1.3811415,-2.8954425,-4.2278724,1.392528,-1.4868718,-4.7483864,-3.5848925,-0.9091255,-3.9960837,-6.617961,-3.4923935,-6.6073856,-4.8152943,-3.799241,2.0916083,Mệt Mỏi
113,-296.6761,96.71662,-19.021952,23.728067,-13.482478,-3.10049,0.16951908,-17.220184,0.28037906,-15.866844,2.774852,-4.7283754,-7.823718,9.654182,-4.0693483,-5.2853947,-0.4792069,-1.4992806,-9.160024,-0.19684336,-7.4171658,-1.6427419,-8.058726,3.0664952,-6.0678654,1.9102598,-1.405071,-3.3982162,-2.5166404,-2.6454298,-4.167463,-1.4552599,-2.2872689,0.19770019,-1.4769156,-1.4344867,-0.31492305,3.6864514,6.007382,5.303026,Cáu Giận
348,-558.25464,94.02243,36.63418,9.028516,9.510358,-6.8698583,-10.1456585,-4.456425,-19.130781,-4.4571433,-13.649314,-10.185758,-2.500828,-5.5028267,-6.6141343,-6.47031,-7.0532594,-7.0483475,-12.009458,-5.0513086,-12.14516,-6.5872526,-7.196818,-7.205566,-3.6044998,-5.1023645,-8.064769,-1.4611126,-8.237116,-4.1529155,-6.8657947,-4.759531,-6.501002,-6.756197,-5.4079866,-3.8607235,-4.1491437,-3.017391,-5.0678973,-1.296759,Mệt Mỏi
368,-478.17358,91.41448,12.356406,26.273544,-15.051738,-3.8461103,-4.8446264,6.379626,1.3028325,2.8055444,-1.6020823,4.545365,-0.7752302,-2.8009672,-1.0395081,-2.201548,0.6026662,0.07178348,-0.7020042,0.38824692,1.2646306,2.2145586,4.1945205,11.647229,13.008944,14.84799,6.9448695,3.5729933,4.6690254,8.130539,6.0937586,4.6281643,-2.65508,-1.3284254,-2.7383683,-0.6510224,-1.0217948,-2.2146685,-5.5509233,-2.1035964,Thân Thiện
317,-440.60196,81.87598,26.677702,4.2225714,9.260522,6.2476907,-1.9360939,-0.11601558,2.6002128,0.83593124,-2.9896455,-1.4539336,4.2180266,-3.0166173,-1.5857835,-3.5665853,-4.4110312,-3.1932042,-5.449049,-0.4744949,-2.1698873,1.0685333,-5.6444073,2.6354764,-0.30997548,6.6487646,9.306064,7.0977955,8.621828,7.6128244,2.077749,1.8420281,0.102929436,0.64279824,-0.65177673,0.3028904,-2.6175964,-1.420033,-2.3663177,0.20402107,Mệt Mỏi
81,-308.06613,83.839806,-35.75113,-1.9305321,-30.291733,-5.7751656,-24.195211,0.23106712,1.3018957,-0.17409897,-0.2197091,0.029463982,-1.1154386,-15.998785,4.255124,-2.5121937,2.4287016,-2.9869292,-0.008691919,2.277927,-0.62333846,-1.838533,4.297517,10.094796,3.1993592,0.8384083,5.078441,14.320708,14.867416,11.602999,5.1341014,3.9713097,-4.1313887,-2.7495248,0.015228449,1.8099061,-4.9057946,-3.9376655,-4.6622972,-2.2916362,Cáu Giận
567,-431.97253,140.57501,2.303873,32.684757,-0.45592418,4.9732895,-20.600233,14.529118,2.237771,-9.319325,7.802402,0.6641023,-2.2284415,-4.396966,-6.649741,-5.4509907,-11.624619,-8.854975,-13.619182,-2.6404085,-1.9764696,5.469869,12.123965,-0.47626656,1.47339,5.941746,3.1359472,5.636617,0.9329796,-1.2024535,-6.732706,-0.16872649,-4.791586,5.1314573,-1.3155316,-1.3529489,-3.9543867,-3.38759,-4.761099,-8.056041,Vui Vẻ
137,-451.02078,124.71227,24.646673,34.000847,-7.3802247,11.714122,-10.587162,19.73415,-5.329056,-7.695281,5.7218213,-2.5061576,-6.0271254,-2.7887356,-9.738274,-0.89526725,-12.666401,-10.047159,-11.158465,1.3031273,-2.2630115,-1.5616319,4.5019264,-1.938307,6.9466467,11.234692,10.068543,10.480943,6.060059,-2.6952703,-6.3237305,-0.9815492,-4.29101,2.7388065,-4.4466357,-1.8204695,-3.3894842,-3.7777758,-3.4560726,-7.3781962,Lạnh Lùng
314,-484.736,94.78521,19.817137,12.948446,2.896755,-1.3422394,-1.4895806,4.5097322,4.8275404,2.8063605,-0.8393338,2.9214644,-2.627841,-0.6934992,-3.7786162,0.08158164,-1.2512656,0.86497813,-1.784429,1.9848901,1.4754925,6.8973403,6.758736,12.571226,9.223801,4.85237,0.55659,0.9301893,-0.27577567,-1.671475,-4.6977,-2.6593652,-2.92784,-1.3948972,-4.7186575,-4.5951304,-4.0851707,-1.9149878,-3.9435234,-3.30241,Mệt Mỏi
353,-455.71832,104.58507,5.8677993,6.2400975,-17.595627,17.787428,-6.459289,-1.5041876,-2.2083948,9.754173,-11.494698,3.771429,-6.018957,-3.1500046,-0.93966764,-5.25205,-5.211742,-7.097711,-6.414801,-2.59504,-1.5658766,4.354712,3.5146496,10.374954,5.477788,7.7957234,13.094199,8.151833,7.0360904,2.9770863,-3.072687,2.540236,-1.710109,-2.169096,-5.8489633,-4.0995784,-4.705481,-0.718952,-5.9100857,-2.3461313,Mệt Mỏi
300,-485.2034,90.63354,14.448247,11.307481,-5.265501,-1.0284278,-7.4823756,0.25238553,2.4893785,0.16661249,-3.0985107,4.279309,-6.7957883,-2.9763396,-4.819176,-1.4168923,-2.51522,-1.2536713,-3.8958373,-0.49104482,5.2510304,10.621113,15.40014,23.615026,16.568657,9.943825,-1.5772878,-1.5023608,0.13244563,-0.23594351,-4.218333,-3.2165532,-5.2468443,-3.3545468,-4.5046973,-5.003322,-4.814223,-3.7640922,-4.306945,-4.9161444,Mệt Mỏi
255,-457.413,95.66142,30.861322,16.167822,9.649237,5.474129,-0.8086492,-3.838993,2.935537,5.060823,2.781396,-2.2413247,4.431121,3.0461254,-7.880937,-2.2078674,-6.128642,-1.0972153,-1.6043113,-3.6261718,-4.175477,1.9327896,-6.3605146,-2.126639,-2.5101173,0.92639416,-3.8440766,5.1384254,-5.908049,1.1487198,-3.0106623,-2.2642398,-2.3416069,-3.2422924,-2.6304657,-3.7993884,-2.4146607,-2.4256206,-4.014262,-0.5410842,Mệt Mỏi
481,-422.35208,113.04833,-18.605371,1.1162828,-17.794447,-16.854292,-22.176308,-14.034872,-10.178918,-3.4315605,-23.092716,-12.221869,-12.85964,-2.9808247,-21.45394,-7.906469,-9.578693,-16.605885,-9.354551,-12.5594425,-12.243149,-8.149734,-13.013205,-6.5533457,-6.401251,-4.5945168,-5.0306067,-4.5762053,-5.3469715,-7.049812,-2.6333008,2.6255708,0.2038926,5.59631,-2.5932555,-4.1541753,-4.4555836,0.99139464,1.8494738,3.6481748,Thân Thiện
354,-433.61246,116.11218,-6.3961883,27.582539,3.8374655,6.0923376,-3.7646348,-0.8969303,-0.9719483,-2.193702,5.686325,-5.640706,1.4830278,1.0925409,-6.069478,2.1004748,-6.9482203,4.799149,-3.794683,1.8446783,-1.8697145,2.263207,1.3046327,2.2829542,-2.503403,0.6894285,-1.9580954,-2.579397,-4.788118,-1.2558877,-3.3605623,-2.0679994,-3.828355,-2.874949,-3.266429,3.3476777,3.8347757,5.90102,5.5199246,7.314427,Mệt Mỏi
182,-398.9471,112.71365,10.805651,21.455118,-6.595109,-5.463736,-8.500027,-14.463647,-3.5715325,-12.103666,3.6180544,-4.531276,-3.619598,8.259106,-10.090178,2.576452,-6.1230273,0.26215163,-2.2495236,-3.7056704,-7.926104,-3.8733513,2.9193754,2.0934396,1.4646642,-2.022346,-4.711418,-0.97849154,-1.9993474,-0.44366735,-2.752487,-0.2922829,-1.4849067,-2.5350032,-6.4639482,-2.3019307,-4.6660147,-1.2175995,-3.3028393,1.2565174,Lạnh Lùng
72,-474.21396,113.16472,31.554348,-0.7711139,1.307215,-6.2788258,-20.590498,-2.3503246,-19.456219,-3.7152214,-14.9681,-5.7931237,-8.338449,-5.1445346,-7.242249,-4.182856,-9.372204,-10.440247,-12.0592165,-4.943698,-16.360943,-4.6149898,-11.812889,-7.5954194,-2.361449,-5.3333025,-7.4295764,-2.1605968,-6.172227,-8.59437,-9.002132,-7.4382195,-8.625592,-8.451813,-8.118334,-5.1305594,-5.3063884,-0.79152817,-4.9330716,-0.93397826,Cáu Giận
188,-406.24957,111.9033,18.605598,20.00082,-1.3295004,-1.0840676,-12.574915,-11.033214,-2.5016134,-8.088428,6.709977,-8.978636,-1.1293348,11.010643,-13.215907,1.8563397,-9.053038,-0.93225324,-0.7644029,-3.50763,-8.566533,-2.9374707,1.4262881,0.9947427,2.176395,-3.85849,-5.4748354,-4.646769,-2.5253842,-1.7789017,-3.8517914,-0.23820214,-2.7658195,-1.413521,-6.185195,-4.005911,-4.1627216,-2.882577,-5.061198,-2.0613914,Lạnh Lùng
79,-327.77737,96.68577,0.46933743,-6.4151244,-31.878883,-13.27919,-14.775352,-18.386229,-20.247768,-10.10576,-15.23887,-8.412207,-3.455702,-8.303662,-12.106074,-4.9431567,-11.400689,-8.21608,-7.2491336,-2.8250692,-2.6882868,-4.398174,0.6448375,10.82701,8.897974,13.239274,1.2709306,-0.36895853,-2.053737,1.7869406,4.958432,2.4628246,-1.2977926,-1.5095854,-2.6501758,0.39162788,-0.935143,-0.60803294,-4.4321365,0.45925897,Cáu Giận
318,-431.50485,107.85988,33.49874,9.069941,5.2492824,4.2335076,1.9510462,-2.860783,-0.54760987,-4.3644657,10.332954,-6.1809907,-1.1782683,12.379087,-10.939185,5.0258374,-7.0829735,-1.0985374,-3.6034286,-0.1519924,-1.588857,-3.5624096,-0.15802161,-4.9342327,-2.4824917,-3.2051468,-6.8591456,0.31415117,0.5291796,-1.5141845,-6.488679,-1.0780859,-2.099317,-4.6594563,-6.289548,-3.7606666,-6.613414,-2.621362,-5.4667068,0.26630372,Mệt Mỏi
477,-390.38043,96.565,7.069275,-8.911967,-5.7722335,-14.742682,-2.9057982,-8.206128,-2.7906408,-11.3075,-0.89212453,-3.5761743,-3.6188102,-3.4089522,-3.785324,-0.6133971,-5.71326,-1.9785303,-7.122308,3.3369825,-4.982619,-1.7650095,-0.24606036,4.8643074,5.6903915,10.7269,6.742729,5.3525705,3.936041,5.494845,8.065128,9.491658,7.0076303,8.044763,1.1225879,1.33898,-2.2108748,-1.0937915,-1.4496382,0.011941827,Thân Thiện
23,-318.1252,105.48744,-4.635545,37.974445,-19.068953,-16.083765,-3.0411747,-20.966644,-5.0255017,-8.085062,8.497171,-3.407264,-2.9747891,1.2108779,-15.575475,-7.560573,0.09187206,-9.774345,3.5638297,-5.7906976,-4.9206843,0.9418447,-5.8104315,-3.0410783,-1.2720418,3.0434608,-3.8816192,5.379623,-5.9298725,0.17749858,-7.3347435,-4.7640734,-8.560826,-3.7090223,-7.2243834,-6.210941,-6.205143,-2.4617517,-3.7017212,1.3362805,Cáu Giận
506,-296.8349,70.23653,-6.884106,0.20397078,-27.776611,-5.0100937,-14.201606,-11.576508,-4.0272264,-12.633543,-1.5063155,-9.599259,5.7641625,-9.640096,-0.3715074,0.42033848,-7.090998,-4.587477,-10.156976,-6.4926763,-4.828498,2.1738007,1.1263412,11.857202,9.705895,15.511207,8.136736,6.0233955,4.773504,7.4752054,5.7324653,1.2762138,-3.1003146,-2.0670483,0.33041552,2.615875,-5.318381,-4.7573533,-2.6683593,2.3083022,Vui Vẻ
315,-430.81314,91.830826,41.717575,27.062777,17.823076,16.534748,6.216292,7.916084,9.1256485,7.245436,2.402466,7.4074516,2.755596,12.841729,1.070037,6.790242,1.6836592,4.081831,0.9932534,4.331417,2.0249286,5.9911547,1.4355215,3.689514,3.8775306,1.6462836,2.1158888,2.1156113,0.54046005,3.4629993,1.4511541,4.2327285,1.2770321,1.0975974,-1.8100809,-1.0768955,-3.6611814,-2.6481652,-3.3039615,-2.4128604,Mệt Mỏi
148,-410.39783,124.85225,10.900379,-6.207795,-10.402362,-2.347692,-21.219074,-5.066957,-13.058915,-6.95164,-6.159904,-12.336865,-2.9096723,-3.8636508,-9.582563,-6.4959745,-9.700438,-7.308356,-14.294312,-8.592063,-9.682262,-6.622778,-7.175661,-5.3839674,-7.0575137,-2.5297177,-7.802442,-4.4483814,-6.447707,-5.5208216,-7.1422176,-4.8595724,-5.612906,-2.7475924,-7.1352625,-5.2869434,-8.120443,-5.38175,-6.660501,-2.6851187,Lạnh Lùng
361,-455.7881,79.432625,14.599965,36.41029,-12.190258,4.1189456,-8.5380945,-1.973843,-6.548626,0.27166593,-5.488638,2.4079256,-2.5585012,-1.413481,-1.551999,-3.807123,-4.9183416,-5.711882,-8.481794,-2.5630372,-0.73485225,1.0215299,5.3740807,5.328931,7.467279,15.338568,13.36838,12.807589,7.246345,5.8971524,-2.1313105,0.7460152,-4.7614737,-2.6803815,-5.6572623,-3.6465101,-2.4750724,-5.1584744,-3.4865084,-6.253269,Mệt Mỏi
408,-333.9684,85.63802,1.0465679,5.4479003,-11.4084635,-4.250288,-13.887535,-15.428686,-1.8335104,-6.5730247,1.6856697,-12.648981,3.7108505,-7.5523925,-6.082211,3.500616,-8.878346,-3.2891243,-11.419565,-5.6993623,-6.805036,0.1939319,-2.1435351,7.1738114,7.2684784,10.411642,5.7233534,3.5218253,2.98319,1.9281183,0.7966727,3.9033592,-0.55602336,2.749143,-0.34022474,1.743591,-2.61338,-0.18855104,-3.9631164,-1.0534388,Thân Thiện
75,-361.40442,143.31871,-0.7127896,20.407934,-11.816255,18.781895,-3.6263216,5.0442467,2.5483797,-14.508034,-3.552286,12.265089,-6.1304946,-6.769408,-8.067068,-14.816344,-3.506035,-6.7129397,-2.1873775,-0.93082654,-6.903593,-1.3459285,-0.041266534,6.130108,-0.2442545,9.71928,2.459436,6.420977,1.3935599,2.2849994,-0.4130475,3.14306,-5.588303,-1.6215943,1.0656036,-2.4374,-3.3079822,-5.396385,-1.7307196,-3.4055636,Cáu Giận
386,-372.76837,86.636955,-7.7519655,22.279488,-24.450954,3.4096503,-0.7693573,10.228036,-0.08589661,0.42456204,-5.891049,-0.15980977,-3.3393276,-11.794256,-15.146643,-4.0084,-16.064465,-7.2122416,-8.865617,-3.174194,-10.099046,-5.7819004,-3.9593642,9.280306,9.907168,18.549583,13.207478,9.194144,7.060687,3.9810479,-2.3286586,2.8558054,-3.6588657,-2.6747162,-4.67495,-4.0204325,-7.2326937,-3.708987,-4.4527297,-2.9431942,Thân Thiện
308,-399.05566,84.41051,7.790573,18.684439,-12.321004,-5.617092,-5.571759,-4.807429,-5.2278805,-3.8434947,-3.438925,-0.65209264,6.5920415,-5.48471,-0.06971123,-1.2792414,-4.8595552,-7.411564,-0.032505915,-4.151106,-1.0806521,-1.9829913,-3.7589824,2.2444427,-2.415469,-1.7515389,0.86777896,6.3419776,10.759639,10.881642,10.80727,9.6888075,6.5596776,6.7757177,5.1827035,4.2651725,-0.8064843,-2.5928264,-4.1560206,-1.8242747,Mệt Mỏi
539,-354.1668,102.409035,7.5174026,11.8567,1.106108,-16.61977,-12.136572,-17.316586,-2.6285622,-1.113273,-2.2504406,-5.0777345,-1.9892539,11.956506,-13.6543665,0.9979005,-3.2956047,-8.604079,4.9655247,-12.776084,-4.971109,1.7842047,0.026855,2.6017513,-6.3284645,0.42752582,-5.279839,-0.6094134,-3.0336735,-1.2346786,-0.54099226,-0.52225363,-2.850922,-0.021904292,-2.5739028,-2.3671298,-3.8779354,2.138585,0.4238628,1.4817483,Vui Vẻ
557,-322.8546,97.18978,0.13863842,23.863625,-27.726566,-7.433572,-13.133106,-24.484335,-12.41478,1.4523679,-17.81845,-22.223495,-5.664386,-15.344969,-15.302175,-12.869346,-8.507007,-1.8062738,-6.4555707,12.664332,9.087625,10.016271,0.96611446,-4.793746,-1.064593,6.0312433,1.6425241,-5.4902887,-10.265575,-5.396325,-2.966,3.5416744,-11.458454,-9.628256,-8.99844,-5.5228515,-10.620566,-1.1452463,-4.2809806,2.840472,Vui Vẻ
282,-359.74905,120.94557,-2.7171152,11.803662,-8.190644,-3.373267,-1.5123903,-14.89591,3.1372752,1.619757,1.4279919,-0.35638106,3.0180888,2.6964307,-10.76371,4.625029,-9.522232,-0.21507806,-8.726397,2.315192,-3.131464,2.5414753,-1.9046081,-2.0280988,-3.0296323,-0.6330299,-4.469066,-1.6207614,-1.7707474,-3.215629,-2.9423516,-4.6499205,-2.4761992,0.7551778,1.447483,3.0056038,2.829698,3.4795663,1.762559,7.0934353,Mệt Mỏi
55,-206.06732,65.33279,-5.7761955,14.912157,1.5919752,-5.5625405,-16.90847,-0.7910235,-9.970764,8.954313,-6.432951,7.683465,-4.7145753,9.845488,-2.1428976,5.6041956,-0.44060722,0.2653781,0.5480139,-2.9685092,-0.4202022,-3.639052,6.849548,2.9407287,17.45693,11.671749,16.85587,7.048207,9.188031,14.005062,15.597431,18.038895,2.2651608,-2.37125,-4.8633633,3.890943,5.3773756,-4.02447,-10.693272,-3.1819034,Cáu Giận
503,-330.95633,108.837166,-2.3485694,11.450263,-1.9393706,-12.968254,-6.626061,-18.324066,-2.3193607,-9.1991205,-0.48343033,-5.7464347,-7.4738398,16.717354,-17.399145,1.3841294,-3.3435955,-6.7160773,3.2348254,-6.352304,-3.4513075,-0.46848595,-4.4136686,0.20273644,-3.1911283,1.507914,-4.407141,-3.1158,-0.7533763,0.1705624,-6.222692,-2.5060315,-3.3802042,0.05974499,-4.4161496,-1.6938541,0.21947514,3.3437655,3.1968863,5.6105986,Vui Vẻ
33,-269.00726,65.602905,-63.239506,0.82122,-25.224056,-10.521338,-12.565431,-8.049734,-0.47590613,4.4750614,2.4136956,1.1005965,1.2438326,-9.404133,-1.4638555,-9.293436,1.5911103,-0.37681112,8.849342,12.453156,9.185677,12.210025,7.6549587,11.597253,8.329072,8.679723,5.5753922,2.8039796,-0.47174278,-3.5934007,-3.2866516,-2.631916,-7.3530216,-4.1729193,-1.6643411,4.0145197,-6.015252,-5.4930377,-0.18510082,1.1777177,Cáu Giận
35,-248.33072,99.709984,-41.51595,32.552868,-19.59142,-9.779369,-20.766048,-11.192805,-7.425295,-10.299982,8.651066,-15.43106,5.938794,-2.9234097,-8.254534,-0.03209119,-4.3193707,2.528051,-7.6611786,-1.7575934,-5.0915933,-5.5777035,1.0722464,-2.083253,-4.1960626,-1.5066602,-8.593772,-3.3291016,-7.5723815,-0.77221733,-4.705762,2.2039287,-0.68041706,6.5899935,3.8781776,6.3160777,-0.007531969,1.402031,2.5492775,6.788795,Cáu Giận
