,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
530,-441.27042,65.126854,-5.1621675,3.3339155,-26.971006,-12.898806,-14.679935,-5.550449,-5.9576693,-3.1982694,-1.876185,-9.350708,4.9125013,-9.247692,1.8297819,3.2334833,-6.541456,4.414455,1.8549316,15.366605,19.7512,20.170874,6.0069804,2.7100508,1.3769631,7.5407424,5.1419163,0.132617,-9.371564,-9.227268,-1.1022793,-4.863908,-3.935314,-1.5869167,-5.7323503,1.4199789,-4.4381976,-0.44377944,-2.5965476,0.8442588,Vui Vẻ
235,-465.55786,105.731834,-8.678842,18.592216,-7.4105973,2.5322912,-8.348694,-10.890522,-0.29393318,0.328845,-5.8035655,3.16827,1.8743645,-10.672388,1.1296991,-5.205777,-5.325564,-2.1257129,-3.64186,-4.729866,-5.619354,-5.132857,-6.355359,-4.063178,-3.787082,-4.1005926,3.7983565,7.382272,17.972694,16.952099,16.233059,6.854708,-0.8440334,-1.3514404,-0.81036586,2.9261913,-1.3567352,-2.8435888,-8.300649,-2.3224738,Lạnh Lùng
514,-482.3623,79.149216,-7.163101,25.267319,-18.12886,9.535105,2.088631,0.5337889,-5.3867154,3.2941923,-0.3598547,5.613899,-12.906676,-11.354167,-3.4928522,-8.036999,-10.786608,-2.9765596,-15.126961,-7.0083795,-11.079589,-1.5833656,6.0549693,15.427473,14.747419,13.2793255,4.8366046,6.896371,0.4483535,1.4784117,-0.39158517,6.985712,-3.0381048,-4.0441394,-5.926161,-3.6233644,-6.898192,-4.3522863,-4.5207872,-4.3503647,Vui Vẻ
539,-428.66266,102.3206,7.3608127,12.676644,-0.5750373,-15.53813,-12.630069,-19.192844,-2.985593,-1.2342235,-2.782552,-5.6965075,-2.3118935,12.692208,-15.004582,0.7768686,-3.5525258,-8.916635,5.043492,-13.747238,-4.4295816,1.2262655,-0.11247756,2.745228,-6.6337643,0.42345524,-5.551051,-0.51644796,-3.1786084,-1.4117422,-0.7262263,-0.6342169,-3.0385156,0.12879765,-2.7690613,-2.2503564,-4.0223107,2.1341388,0.31660593,1.2895943,Vui Vẻ
97,-443.99692,110.13735,-9.844764,17.658838,-27.011948,3.213235,-4.9772086,-30.169668,-5.3834677,-2.849733,19.544617,-12.193595,-4.9627504,8.639022,-16.117825,4.4611797,-4.991841,-9.348108,0.7469681,10.448729,-5.267799,13.682123,6.184492,1.9028472,4.8652096,-4.3905215,4.6024637,1.1246779,1.2185333,-2.2141151,-4.023734,-1.7488618,-4.502567,-2.2435093,-0.30747208,6.5052276,7.292819,5.1241174,-0.003760894,0.4902686,Cáu Giận
398,-478.77005,142.76282,4.88141,24.5262,-12.817911,13.273577,-14.102537,9.851999,-1.477029,-16.166077,-2.9716687,8.991143,-2.7414086,-2.6769223,-17.52034,-9.113271,-2.9942307,-10.081099,-2.5969093,-2.3452137,-0.67528045,-0.2287563,7.8207836,3.3197381,3.2233381,11.450273,-0.54080945,6.136964,0.968277,1.629234,1.9926288,-5.3852906,-6.940119,-4.093712,-1.3519676,-1.459512,-3.4003441,-3.5878792,-3.921904,-1.3540369,Thân Thiện
358,-469.7713,110.8676,-13.209844,38.08989,-4.1969843,12.386139,-11.468762,2.7440753,2.299202,-4.2946873,8.094787,-9.614144,-0.167566,6.694263,-11.594925,-6.338669,-3.991593,-3.2051084,-6.6048465,-1.2034541,-5.799426,-0.57733303,-2.3771863,2.5500627,-2.334997,6.298917,-2.285629,0.77052164,-2.8564475,-0.5432719,-1.7852255,-2.391116,-4.2213187,-0.9815438,-2.2511797,-1.528301,-5.6874366,-3.3632872,-3.749455,-5.5200005,Mệt Mỏi
407,-406.43896,116.696396,-13.335107,11.171146,-6.561713,-14.279005,-5.4705915,-15.643446,6.2022185,-9.521839,-1.3078157,-12.824897,3.6809962,-4.3761177,-6.6910934,-1.5078192,-5.6495457,-0.57589436,-6.22214,-0.98327637,-6.8659105,0.42209896,-5.108275,-3.9256754,-7.1541924,-2.6785712,-9.632603,3.7631254,-0.46372327,7.3963137,9.513319,11.077918,10.28205,8.735031,1.1309632,0.79563636,0.34495974,1.586414,-0.68356574,1.4487205,Thân Thiện
47,-359.0974,96.70742,3.630367,9.608825,-26.139227,-9.675292,-16.195953,-11.942885,-13.703355,-10.14575,-11.642163,-7.157989,-0.16882902,-3.5998645,-5.9415936,-4.1439238,-9.820224,-5.664812,-9.330381,-6.5892997,-1.0855764,-1.9891913,-0.3936314,2.0129778,-3.6776097,4.7139645,-0.6463186,1.1796756,-0.8716906,3.5140262,5.1856637,7.1145015,5.838567,2.745644,-1.7863402,0.028466715,-2.5128698,-1.9546005,-4.316173,-1.623029,Cáu Giận
281,-480.1043,97.52671,11.685113,7.110026,-12.735978,6.2451677,-18.658405,-1.3212852,-2.2354472,4.0225997,-7.0171533,1.9135197,-3.7553952,-6.9332013,-7.073931,-1.6413012,-3.994046,-4.7032323,-5.3388176,-1.1362484,-2.2664583,3.4503648,1.5521684,6.3690615,7.030594,13.613049,11.366321,8.770881,5.3376956,1.1186545,-1.8948619,-0.0925215,-5.0357385,-3.1692379,-6.18953,-2.102353,-5.31889,-4.1433377,-3.872178,-3.9149554,Mệt Mỏi
86,-273.0756,76.37568,13.1842165,-7.9759297,-7.6564555,1.9111416,-14.476846,1.8660961,-8.286517,1.8741715,-2.1368558,2.2998354,-2.8108878,12.809454,-9.145308,4.3704886,-1.0523682,0.6962297,-3.6623833,-1.7117513,-0.4599228,1.0041493,6.313719,9.074729,15.401633,8.644654,8.971756,4.603675,3.7572808,9.234752,4.0377517,5.6683197,4.294986,4.523824,1.1171099,-0.3292114,-2.8610213,-3.5381308,-1.0849335,-1.9557205,Cáu Giận
310,-528.2629,87.27588,13.704571,27.3689,-14.471211,0.29699495,-10.986667,3.9327354,-6.0020742,2.8335762,-7.2801824,2.1358025,-4.624233,-5.1816397,-0.72054136,-3.3088603,-4.968771,-2.8054395,-7.383932,-1.3329206,-1.7660216,2.5979402,2.5916564,6.534588,9.875816,13.687028,14.880228,11.521441,7.452125,2.876078,-2.5411344,0.22563843,-3.042292,-1.8551545,-6.1203732,-3.901815,-3.3880126,-3.7157242,-4.3226595,-4.23944,Mệt Mỏi
11,-533.8984,71.21743,38.421684,15.268043,-1.6951382,-16.60921,-3.6866944,-14.630225,-24.761095,-6.1812825,-20.505772,-10.665317,-10.959305,-13.071556,-9.612166,-7.5796237,-7.936874,-12.966209,-10.549473,-9.576075,-14.13419,-9.867596,-11.756982,-7.0202394,0.5782902,-1.5527128,-3.1443582,0.51546466,-12.511617,-5.4463453,-6.816325,-3.9241374,-10.490394,-5.8810353,-3.8809645,1.5951538,-3.1616433,1.1317886,2.8730748,10.306417,Cáu Giận
156,-460.282,94.7998,9.90185,4.925296,-26.301313,-11.717408,-14.606513,-5.158678,-15.9212055,-5.648433,-12.607977,-3.6074214,-0.77609605,-5.983467,-11.754887,-4.7750034,-15.16917,-5.397844,-9.411741,-5.5676785,-5.2138953,-1.5499852,-6.970919,-3.2445395,-6.7454023,3.7020175,-0.077131964,3.577056,1.8827925,2.293404,-2.5854504,1.5793313,6.6068344,10.148982,3.1398404,5.374819,-2.2839763,-0.017319415,-0.33218244,-1.2815677,Lạnh Lùng
512,-438.40234,114.67231,-13.837461,26.93012,-14.949831,1.7476662,-6.6500897,13.459035,-0.6851836,-8.337927,7.342667,-5.0140476,-6.8087306,-3.4837456,-11.956644,2.9314587,-14.654164,3.6388233,2.2520275,13.032744,9.705182,11.938156,4.5442142,-8.963536,-9.0429125,-3.7110658,-4.894066,-1.5247416,-4.8333907,-5.8190813,-6.3740726,-2.8724394,-3.6366353,-0.941886,1.413763,3.1894326,0.45233962,-3.3725603,-0.3594904,1.1569725,Vui Vẻ
594,-457.08078,101.86925,-29.528463,-17.38238,-32.93161,-23.26065,-10.533521,-34.915897,-17.206347,-10.996241,0.14264065,-16.513731,-13.884248,6.7375565,-20.169643,1.3555821,-11.59197,-17.541298,-1.8672972,-7.832348,-12.173265,-5.2211866,-10.915674,-5.347227,-6.6693354,-5.6989303,-4.416351,-5.065408,-4.0521474,-7.613118,-3.9788425,7.9766245,3.3803754,8.17547,3.3591287,6.7402744,2.1762023,4.987745,-0.021058999,1.770993,Vui Vẻ
558,-383.34137,43.869457,-15.551744,9.182047,-35.145782,-11.223163,-27.066734,-15.400619,0.8553901,5.9528713,9.0115385,-5.4157457,7.07511,-11.182714,-2.8089476,-5.1900935,-6.9206305,0.8821152,7.017351,6.4108787,7.214702,10.556915,16.243393,12.774813,14.280572,14.082371,8.668476,-1.1770221,-10.301039,-2.9073894,0.0010759409,2.6422603,-8.91886,-4.7407417,-0.5785534,-0.92148405,-5.389299,-0.8366304,-4.353033,3.102812,Vui Vẻ
409,-431.90854,96.66323,20.702501,19.428635,0.92258316,-5.067647,0.23622596,-11.3942,1.7246896,-2.6091,-3.3324695,-10.142698,4.611419,4.658299,-5.5868735,-1.6783602,-8.712188,-3.0912848,-7.398955,1.4447782,-12.471785,4.678473,-8.083503,0.06852814,-2.6437435,-1.9601333,-6.485768,4.8765597,-5.325805,-2.4852757,-2.8194244,-3.9858806,-4.715344,-2.9201362,-3.8603663,-2.2639904,-6.450834,-1.1645881,-5.166324,-3.8275726,Thân Thiện
164,-451.53708,109.64353,26.990604,31.96868,13.273788,2.8372083,2.928051,-1.0470161,1.0248469,5.09509,-3.3452463,9.795278,-0.062255602,16.450373,2.3248312,3.1472301,4.7546573,1.0253056,-0.10352553,4.9342427,0.2502346,4.7803946,5.4407315,2.7383833,5.362853,1.3038349,1.606186,4.1738167,-1.0744636,5.0474668,-0.6591132,4.68249,1.4026209,2.583895,-1.6079603,-0.122526795,-3.1738806,-1.79017,-3.9011645,-2.8039532,Lạnh Lùng
349,-543.9131,108.909164,22.862549,22.400743,-2.8060603,0.25511083,-9.724902,-6.765045,-0.87182564,-5.3118744,4.8345184,-6.476603,-2.9804232,11.302321,-14.791719,5.443563,-9.659501,0.106583394,-5.318423,-4.1585617,-2.577185,0.66476786,1.5055792,-5.1041102,-1.2450019,-4.129307,-3.466577,-4.533112,0.3633564,-0.9165655,-2.9364629,-4.7751007,-2.3995445,-4.3300896,-5.55346,-6.285125,-4.4279532,-3.109389,-6.2867084,-2.449737,Mệt Mỏi
521,-402.92896,95.64674,8.361243,-3.0249033,-3.3964884,-12.652894,-8.131017,-11.793684,-5.1647243,-4.423614,2.124763,-9.62262,-3.8321784,12.078983,-15.209538,0.86724436,-5.6893344,-3.6432033,-1.0445477,-6.9849687,-4.671877,-2.0344014,-1.0149302,-1.6181151,-3.5631258,0.23849203,-1.1986302,-2.7712014,1.3111061,-0.5705549,-0.2592455,-0.025057329,-0.37805083,2.5058908,0.87631077,5.1795206,6.432607,8.793212,5.7414637,4.1885414,Vui Vẻ
168,-525.3555,127.8666,32.110332,32.967686,-0.28186902,14.1347065,-8.550832,16.751162,-5.8066535,-13.786066,3.730907,3.4015176,-3.8446224,-6.828192,-9.363027,-5.864024,-11.286132,-12.277663,-12.2637205,-1.1716249,-1.7755064,-5.0978727,5.8523636,1.6352506,1.3539596,7.3906527,-0.89447963,1.5277017,-1.5143664,1.8119744,-4.0321116,-1.5802977,-5.4209905,0.88747084,1.6470889,-0.5128481,-4.8713474,-5.7411556,-3.7390258,-3.265345,Lạnh Lùng
117,-335.9348,100.792786,-57.853336,25.391447,-25.76346,1.6839105,-9.076822,-12.588459,3.5721786,-7.2257886,1.2316428,-8.459668,-0.1443919,-0.9794033,-11.31789,1.4946405,-9.522058,2.140707,1.0841078,-4.4480333,-1.4624934,-4.5044885,-6.0944734,-2.2610004,-3.4926867,1.7107484,0.6211502,1.246508,0.15657215,0.20126002,0.87143165,3.538027,1.2956438,2.4031901,2.0364254,3.8783646,6.1258626,6.8906775,2.839278,2.235606,Cáu Giận
543,-425.15277,64.39868,-13.097386,-0.78998214,-28.909388,-12.183926,-14.891144,-8.275744,0.45590478,-5.7502074,-2.4522943,-3.6591341,4.115952,-13.096975,1.3983699,-5.9826727,-3.0570688,-0.23052484,3.6013248,16.84921,17.82077,16.129265,5.8290462,13.246304,7.0452657,7.7356467,-2.6768122,-10.342565,-5.8935723,0.60393745,-5.684516,-6.7574606,-2.7663732,2.8169513,-0.8207064,-4.0192018,-3.1530273,6.0870943,-0.46167132,1.3369206,Vui Vẻ
434,-436.7861,83.649994,7.328125,4.9060273,-17.576069,-31.064226,-10.962086,-10.7076845,-3.2654424,-10.362046,-4.5943484,-0.68262917,3.5334172,-8.215242,-9.247426,2.1481123,-8.221039,0.6812932,-3.3265917,-0.060970888,-5.052361,4.34852,6.7839446,12.070622,12.956415,5.4639034,1.5475305,1.3675787,2.2747397,3.5314353,8.377546,6.2475047,2.2351334,1.0973561,-3.9321575,-1.1320741,-0.5140772,-0.5405335,-4.0032754,-4.0432606,Thân Thiện
422,-385.6863,98.5798,2.839818,4.9264717,-28.555595,-4.0284953,-17.889399,-5.750739,-5.832216,-5.8646626,-8.548603,-6.306472,-2.5760522,-10.447654,-2.9774892,-9.741129,-3.330345,-7.738071,-3.2075763,-5.374233,-0.0047390615,-1.1377714,3.074007,9.844229,4.021287,10.6182575,2.3692477,2.4299254,2.1698983,1.0616301,-6.009092,-1.369127,-6.1770616,0.81702214,-5.4112787,-2.2094798,-4.812971,-3.5875337,-4.5371265,-3.5762086,Thân Thiện
393,-441.7492,115.04375,0.54344404,15.211996,-10.415923,-8.699607,-1.9561292,-11.605635,-2.4019008,-8.465754,0.13393594,-14.291415,0.031315938,-3.2687614,-4.3128624,0.6821095,-7.2525945,-0.13086031,-8.10284,-1.5168571,-4.2318263,-3.2107008,-3.92609,-4.8582387,-3.124515,-1.2424703,-5.8399096,2.171144,-4.0290937,1.223367,2.5018187,3.0491352,4.5393867,4.7693424,3.2991343,3.9218519,0.9336987,1.1723464,1.3874882,2.2502902,Thân Thiện
277,-490.1457,86.338135,-3.6535356,23.639853,0.0809181,9.266413,1.0791609,15.940975,-6.162849,6.605559,2.0321867,-0.91925406,-7.5160823,-11.180566,-14.413225,-6.5889606,-13.095821,-6.33785,-1.6099963,-3.10589,-10.00207,-0.45544845,-4.5965433,3.373367,-3.5939524,4.1679726,2.913163,8.372458,1.6580346,5.205053,2.404343,6.8112493,3.4815166,0.12843509,-2.745814,-4.341354,-6.4025197,-0.3487776,-1.6663581,-1.4832131,Mệt Mỏi
384,-527.7637,130.17845,28.78456,37.207092,4.299528,14.513606,-11.654119,15.627272,-1.5665921,-14.627437,-2.609233,6.9971695,1.305313,-3.9594288,-10.411721,-9.862021,-7.718631,-13.795237,-6.5851564,-4.041292,-0.73071843,-2.798605,6.600823,6.7469664,-0.35941565,14.783944,0.27950737,5.975306,3.7936516,-0.06789102,4.28465,-3.4419768,-4.722887,-3.3733754,-5.417635,-3.3653429,-3.8538706,-4.0840874,-5.487806,-3.6938305,Thân Thiện
577,-520.4668,102.59636,-3.4309459,10.194435,-5.726218,-30.559189,-8.394867,-9.477389,-16.3015,-2.8529894,-19.556662,-5.593123,-15.649803,1.3922167,-20.610338,-7.216827,-7.6526747,-18.275969,-8.408918,-12.3262615,-10.598552,-8.236093,-10.595251,-5.1987405,-5.2584553,-6.1970954,-7.3171544,-5.2397275,-5.3909826,-4.806815,-7.752687,-3.2628326,-7.43528,-1.0583651,-3.246125,-1.6772475,-1.4167591,4.0845213,4.298026,4.0757685,Vui Vẻ
474,-511.83047,139.91087,1.0663869,-25.055485,-10.077156,-11.749205,-12.29435,-14.761329,-22.240675,3.286505,-17.572342,-9.536215,-13.740025,0.14627908,-15.131882,-7.674664,-8.690634,-11.8075485,-10.130109,-7.9527454,-12.514227,-7.4165425,-10.410662,-6.5022106,-6.188602,-6.802813,-7.042973,-5.170507,-6.535499,-6.6478057,-7.3555784,-4.6118803,-8.097989,-3.6795044,-5.851513,-2.6801033,-1.3423595,0.88629544,0.96195424,-0.96238023,Thân Thiện
318,-515.8838,110.48175,31.674263,11.724516,3.2698967,4.2252936,0.15661661,-3.8467267,-1.060634,-5.7762237,10.303663,-7.9258165,-0.95043993,12.253868,-11.697093,4.9357324,-7.381773,-1.3166476,-4.102768,-0.10151666,-1.9026511,-3.6411602,0.033502996,-5.5832872,-2.2442005,-3.5278888,-6.6857224,-0.027626859,0.6302246,-1.621449,-6.5847816,-1.2064052,-1.9678712,-4.869005,-6.2572613,-3.8689513,-6.664259,-2.803592,-5.491009,0.14929259,Mệt Mỏi
31,-307.30862,96.69342,-19.474293,5.492804,-33.460464,-17.352608,-27.099228,-13.032242,-16.846466,-5.275203,-12.916687,-7.700179,-2.2647936,-12.721473,-6.4899,-6.339155,-11.814214,-7.8442874,-11.138635,-7.2397795,-2.080681,-2.2667787,2.6132777,8.76403,-0.9631329,4.1601696,-2.069636,1.13514,2.1921089,5.3663025,4.1036243,2.8705084,-0.07470205,-0.9865282,-2.1668084,0.86238825,-1.9443946,0.6336092,-3.4037488,-1.9280125,Cáu Giận
472,-401.04608,109.98804,-18.963453,14.2441025,-13.110864,-6.099105,-10.706527,-6.2561483,2.51755,-5.3695354,4.401128,-10.762995,6.3586917,-6.405001,-1.99166,-2.87014,-4.952313,-1.3090183,-4.8523397,1.0606178,-3.9269595,-0.33425456,-5.0614095,-1.6025405,-0.16753629,-4.2379556,-3.2898638,3.077247,1.4301832,7.331226,6.835556,6.723992,2.5332234,0.37263682,-1.275033,1.7758868,1.4053394,2.8624697,4.0828114,6.0756254,Thân Thiện
233,-508.5696,119.68676,18.93365,-1.1083796,-8.357817,4.7929826,-4.393859,-6.3160834,-3.822985,-4.9483333,7.9081206,-6.730974,-4.799578,9.632567,-10.714618,2.4545937,-9.186915,4.180427,-4.2115483,-0.6672399,-7.3714066,-5.5822353,2.5628786,1.106111,3.009336,-3.630314,-3.4132724,-2.807437,-2.023363,-1.5963748,-2.7997618,-1.4875504,0.0170989,-1.9361002,-4.7890763,-4.1642785,-3.7111244,-3.4235244,-5.0818095,-2.4884164,Lạnh Lùng
587,-534.3424,59.380993,-13.622482,-2.2828922,-18.239386,-25.024132,-8.564134,-21.385578,-26.406996,-5.2765107,-17.633535,-4.1421957,-11.380589,-2.7638793,-10.841151,-7.7257547,-3.9164512,-12.054221,-8.366355,-8.022201,-11.609666,-2.400516,-3.0366056,3.7459824,6.280348,1.2464865,2.2482147,0.9904368,3.2027454,1.2841675,-4.455241,-4.248375,-3.5932539,-3.0817916,-6.896592,-0.5157669,1.003597,4.8449955,-1.2229419,-1.1203569,Vui Vẻ
259,-506.9346,118.49693,34.191612,34.25034,4.845379,2.4604664,-2.8684182,-17.927404,-7.881232,-15.432463,-4.8566685,-13.0048275,-4.838526,4.774692,-8.755264,8.059821,0.0024512007,-1.6048504,-2.988077,-4.1738644,-9.77098,0.9993909,-8.731674,-0.66901743,-5.9475203,-0.4186357,-4.6372714,-2.894979,-2.183585,-2.7391174,-3.6344573,-1.6401054,-3.7560287,0.27483544,-3.7292414,-1.2811888,-1.5611844,-1.0085425,-2.7686992,-3.1098871,Mệt Mỏi
113,-360.87424,96.01026,-19.773537,27.14589,-15.241411,-2.1945255,1.4319025,-18.582699,-0.081645966,-17.02191,3.156594,-6.1044507,-8.358525,9.678822,-4.6427794,-5.4890647,-0.7953215,-1.8354832,-9.481692,-0.28730714,-7.9273977,-1.508098,-8.823889,3.7679915,-7.171771,2.4010289,-1.8264091,-3.420028,-2.524067,-3.1688762,-3.82298,-1.823023,-2.2834802,0.26351312,-1.7161438,-1.2262868,-0.19863303,3.5658097,6.023797,4.977768,Cáu Giận
247,-492.67963,111.884926,1.3468208,40.780605,0.89789563,4.0128937,-4.797677,-3.199104,0.3467408,-4.112306,5.5991497,-2.753364,1.045329,6.9058833,-3.607619,-2.8059516,-1.9602108,-0.52671075,-5.6288185,1.4657235,-4.623755,-4.0511026,-3.2781885,3.537279,-3.9472651,7.370593,-1.6670573,-1.4727975,-0.31178707,-1.6020001,-0.25922498,-1.8492016,-3.4941072,-1.6720743,-2.073916,-0.40482342,-5.158977,-4.036671,-3.3675268,-1.9501991,Mệt Mỏi
253,-514.843,125.156715,-6.5491457,8.332953,1.1330214,-0.580525,-4.757078,-7.404422,-0.5757755,1.2127589,-0.52120876,-6.267407,-2.437167,4.471993,-10.829585,0.25435373,-7.0342755,-3.0442758,-4.6652436,-2.3409188,-1.0175058,3.5463188,-1.7199079,-0.892329,-4.625536,-0.42796662,-2.3369007,-1.4084016,-1.0026263,-0.8536176,-5.1101546,-3.0616143,-4.139839,-3.8733263,-6.120403,-3.8179796,-4.061175,-4.615587,-6.061383,-2.1815093,Mệt Mỏi
335,-524.18207,123.24101,21.735365,15.03995,-1.0087737,4.6288853,-7.0308604,-5.0566783,-1.9955579,-2.9203596,7.6315694,-5.437507,-1.9212196,9.597268,-8.603596,3.6780195,-8.710653,0.45084217,-6.2913938,-1.917065,-3.3076806,-1.2490226,2.5015023,-4.0256023,0.50130755,0.11952848,-4.339999,-1.7922398,0.12384545,-1.188708,-5.4462767,-2.2708786,0.59870124,-5.3296447,-5.425146,-2.1917396,-8.008637,-3.4194143,-3.4907317,-3.8621743,Mệt Mỏi
356,-581.2295,81.16856,26.20348,15.209634,8.057377,-11.935049,-18.549995,-2.4305341,-16.311844,-2.851171,-18.410694,-8.120571,-4.608659,-7.127812,-10.634328,-7.9202647,-3.666318,-11.844037,-10.926791,-5.5061407,-14.261766,-9.213838,-5.7411947,-9.461236,-6.0284214,-2.931166,-8.839882,-3.9389205,-5.4966683,-6.907143,-10.244813,-5.132932,-8.301758,-8.141513,-9.121489,-5.083901,-4.964087,-2.2376053,-0.58052695,1.4431776,Mệt Mỏi
461,-473.13458,126.51651,-1.1961619,23.825,-9.036695,-4.636518,-2.5120828,0.10677101,-2.9628868,-14.766031,4.146824,-26.294678,-10.002158,5.305657,-15.499641,-1.3233937,-5.2514243,1.3220412,-0.48226276,2.3891828,-7.293127,-1.3417308,-3.74032,-6.0962296,-5.489761,-0.92197484,-7.383856,-0.9610921,-3.846801,-2.3620179,-4.3848963,-3.103078,-3.1588485,-1.7709686,-3.8043013,-3.9175868,-2.5228825,-3.3769863,-0.44979957,0.40281114,Thân Thiện
